o_id,o_w_id,o_d_id,o_c_id,o_carrier_id,o_ol_cnt,o_all_local,o_entry_d
607,1,6,2353,9,10,1,2018-10-20 21:32:10
608,1,6,2053,8,13,1,2018-10-20 21:32:10
609,1,6,855,9,8,1,2018-10-20 21:32:10
610,1,6,2618,10,7,1,2018-10-20 21:32:10
611,1,6,1628,6,7,1,2018-10-20 21:32:10
612,1,6,1244,7,14,1,2018-10-20 21:32:10
613,1,6,1287,3,12,1,2018-10-20 21:32:10
614,1,6,2575,8,15,1,2018-10-20 21:32:10
615,1,6,931,6,14,1,2018-10-20 21:32:10
616,1,6,898,10,12,1,2018-10-20 21:32:10
617,1,6,1109,2,12,1,2018-10-20 21:32:10
618,1,6,706,7,15,1,2018-10-20 21:32:10
619,1,6,1619,6,10,1,2018-10-20 21:32:10
620,1,6,2401,8,12,1,2018-10-20 21:32:10
621,1,6,2488,1,6,1,2018-10-20 21:32:10
622,1,6,2356,10,10,1,2018-10-20 21:32:10
623,1,6,1088,5,11,1,2018-10-20 21:32:10
624,1,6,2232,7,12,1,2018-10-20 21:32:10
625,1,6,2169,4,12,1,2018-10-20 21:32:10
626,1,6,2725,6,7,1,2018-10-20 21:32:10
627,1,6,2178,9,6,1,2018-10-20 21:32:10
628,1,6,948,7,11,1,2018-10-20 21:32:10
629,1,6,2118,3,14,1,2018-10-20 21:32:10
630,1,6,2826,1,7,1,2018-10-20 21:32:10
631,1,6,2059,2,7,1,2018-10-20 21:32:10
632,1,6,1364,1,6,1,2018-10-20 21:32:10
633,1,6,2953,4,12,1,2018-10-20 21:32:10
634,1,6,2158,4,7,1,2018-10-20 21:32:10
635,1,6,2045,1,14,1,2018-10-20 21:32:10
636,1,6,1708,4,7,1,2018-10-20 21:32:10
637,1,6,1084,10,7,1,2018-10-20 21:32:10
638,1,6,639,9,5,1,2018-10-20 21:32:10
639,1,6,2974,9,12,1,2018-10-20 21:32:10
640,1,6,2954,4,10,1,2018-10-20 21:32:10
641,1,6,1939,4,7,1,2018-10-20 21:32:10
642,1,6,2361,1,7,1,2018-10-20 21:32:10
643,1,6,1160,6,14,1,2018-10-20 21:32:10
644,1,6,2452,1,10,1,2018-10-20 21:32:10
645,1,6,2967,5,7,1,2018-10-20 21:32:10
646,1,6,650,9,5,1,2018-10-20 21:32:10
647,1,6,1704,6,9,1,2018-10-20 21:32:10
648,1,6,2798,10,10,1,2018-10-20 21:32:10
649,1,6,1207,9,13,1,2018-10-20 21:32:10
650,1,6,2129,5,5,1,2018-10-20 21:32:10
651,1,6,2611,7,5,1,2018-10-20 21:32:10
652,1,6,1013,2,8,1,2018-10-20 21:32:10
653,1,6,2784,1,9,1,2018-10-20 21:32:10
654,1,6,747,7,9,1,2018-10-20 21:32:10
655,1,6,1476,8,14,1,2018-10-20 21:32:10
656,1,6,1112,6,8,1,2018-10-20 21:32:10
657,1,6,2533,8,7,1,2018-10-20 21:32:10
658,1,6,2650,1,9,1,2018-10-20 21:32:10
659,1,6,1057,9,11,1,2018-10-20 21:32:10
660,1,6,1605,2,11,1,2018-10-20 21:32:10
661,1,6,1663,2,8,1,2018-10-20 21:32:10
662,1,6,2609,8,9,1,2018-10-20 21:32:10
663,1,6,2719,2,15,1,2018-10-20 21:32:10
664,1,6,1822,6,10,1,2018-10-20 21:32:10
665,1,6,1448,2,10,1,2018-10-20 21:32:10
666,1,6,910,1,13,1,2018-10-20 21:32:10
667,1,6,2825,3,13,1,2018-10-20 21:32:10
668,1,6,2661,9,7,1,2018-10-20 21:32:10
669,1,6,977,7,11,1,2018-10-20 21:32:10
670,1,6,828,5,7,1,2018-10-20 21:32:10
671,1,6,2299,7,10,1,2018-10-20 21:32:10
672,1,6,2682,5,11,1,2018-10-20 21:32:10
673,1,6,2374,6,8,1,2018-10-20 21:32:10
674,1,6,2224,7,13,1,2018-10-20 21:32:10
675,1,6,1547,3,8,1,2018-10-20 21:32:10
676,1,6,2604,1,7,1,2018-10-20 21:32:10
677,1,6,1405,9,8,1,2018-10-20 21:32:10
678,1,6,2014,6,5,1,2018-10-20 21:32:10
679,1,6,2710,7,11,1,2018-10-20 21:32:10
680,1,6,2558,10,9,1,2018-10-20 21:32:10
681,1,6,2860,9,12,1,2018-10-20 21:32:10
682,1,6,1187,2,7,1,2018-10-20 21:32:10
683,1,6,1454,8,5,1,2018-10-20 21:32:10
684,1,6,1102,8,6,1,2018-10-20 21:32:10
685,1,6,1492,2,15,1,2018-10-20 21:32:10
686,1,6,2271,5,14,1,2018-10-20 21:32:10
687,1,6,1962,4,12,1,2018-10-20 21:32:10
688,1,6,1881,4,11,1,2018-10-20 21:32:10
689,1,6,905,3,7,1,2018-10-20 21:32:10
690,1,6,1413,1,8,1,2018-10-20 21:32:10
691,1,6,1263,2,12,1,2018-10-20 21:32:10
692,1,6,1993,2,6,1,2018-10-20 21:32:10
693,1,6,1737,4,11,1,2018-10-20 21:32:10
694,1,6,1871,7,11,1,2018-10-20 21:32:10
695,1,6,1271,9,15,1,2018-10-20 21:32:10
696,1,6,2047,2,15,1,2018-10-20 21:32:10
697,1,6,1632,8,14,1,2018-10-20 21:32:10
698,1,6,2537,10,13,1,2018-10-20 21:32:10
699,1,6,2412,6,12,1,2018-10-20 21:32:10
700,1,6,2686,5,8,1,2018-10-20 21:32:10
701,1,6,1266,10,15,1,2018-10-20 21:32:10
702,1,6,2709,9,11,1,2018-10-20 21:32:10
703,1,6,2437,3,5,1,2018-10-20 21:32:10
704,1,6,2963,7,6,1,2018-10-20 21:32:10
705,1,6,1328,9,8,1,2018-10-20 21:32:10
706,1,6,2242,2,6,1,2018-10-20 21:32:10
707,1,6,2121,8,11,1,2018-10-20 21:32:10
708,1,6,2299,7,13,1,2018-10-20 21:32:10
709,1,6,756,5,10,1,2018-10-20 21:32:11
710,1,6,1906,2,5,1,2018-10-20 21:32:11
711,1,6,1186,8,7,1,2018-10-20 21:32:11
712,1,6,1256,2,9,1,2018-10-20 21:32:11
713,1,6,1571,9,6,1,2018-10-20 21:32:11
714,1,6,1801,4,7,1,2018-10-20 21:32:11
715,1,6,1052,6,5,1,2018-10-20 21:32:11
716,1,6,1247,10,15,1,2018-10-20 21:32:11
717,1,6,1277,9,7,1,2018-10-20 21:32:11
718,1,6,2917,9,15,1,2018-10-20 21:32:11
719,1,6,1222,9,7,1,2018-10-20 21:32:11
720,1,6,756,4,8,1,2018-10-20 21:32:11
721,1,6,2144,2,6,1,2018-10-20 21:32:11
722,1,6,2751,7,12,1,2018-10-20 21:32:11
723,1,6,871,3,7,1,2018-10-20 21:32:11
724,1,6,1975,1,8,1,2018-10-20 21:32:11
725,1,6,1736,5,12,1,2018-10-20 21:32:11
726,1,6,2074,10,8,1,2018-10-20 21:32:11
727,1,6,1354,9,7,1,2018-10-20 21:32:11
728,1,6,1462,9,12,1,2018-10-20 21:32:11
729,1,6,2656,3,11,1,2018-10-20 21:32:11
730,1,6,831,7,14,1,2018-10-20 21:32:11
731,1,6,2758,9,5,1,2018-10-20 21:32:11
732,1,6,794,3,6,1,2018-10-20 21:32:11
733,1,6,2939,9,13,1,2018-10-20 21:32:11
734,1,6,1410,4,11,1,2018-10-20 21:32:11
735,1,6,1853,3,8,1,2018-10-20 21:32:11
736,1,6,1173,3,9,1,2018-10-20 21:32:11
737,1,6,2796,5,13,1,2018-10-20 21:32:11
738,1,6,1357,5,12,1,2018-10-20 21:32:11
739,1,6,2001,7,8,1,2018-10-20 21:32:11
740,1,6,2950,10,12,1,2018-10-20 21:32:11
741,1,6,1370,2,15,1,2018-10-20 21:32:11
742,1,6,1319,6,5,1,2018-10-20 21:32:11
743,1,6,1559,2,13,1,2018-10-20 21:32:11
744,1,6,1816,5,14,1,2018-10-20 21:32:11
745,1,6,1271,9,11,1,2018-10-20 21:32:11
746,1,6,1273,6,10,1,2018-10-20 21:32:11
747,1,6,2394,1,5,1,2018-10-20 21:32:11
748,1,6,859,3,15,1,2018-10-20 21:32:11
749,1,6,896,2,14,1,2018-10-20 21:32:11
750,1,6,1133,1,15,1,2018-10-20 21:32:11
751,1,6,2717,5,14,1,2018-10-20 21:32:11
752,1,6,2734,7,14,1,2018-10-20 21:32:11
753,1,6,760,10,12,1,2018-10-20 21:32:11
754,1,6,970,2,10,1,2018-10-20 21:32:11
755,1,6,961,10,7,1,2018-10-20 21:32:11
756,1,6,1397,7,7,1,2018-10-20 21:32:11
757,1,6,996,8,15,1,2018-10-20 21:32:11
758,1,6,2798,8,7,1,2018-10-20 21:32:11
759,1,6,2842,2,13,1,2018-10-20 21:32:11
760,1,6,2216,1,5,1,2018-10-20 21:32:11
761,1,6,1318,4,9,1,2018-10-20 21:32:11
762,1,6,1721,1,11,1,2018-10-20 21:32:11
763,1,6,2747,2,7,1,2018-10-20 21:32:11
764,1,6,2687,8,14,1,2018-10-20 21:32:11
765,1,6,899,5,13,1,2018-10-20 21:32:11
766,1,6,2661,6,6,1,2018-10-20 21:32:11
767,1,6,1981,4,14,1,2018-10-20 21:32:11
768,1,6,1580,9,8,1,2018-10-20 21:32:11
769,1,6,1933,4,5,1,2018-10-20 21:32:11
770,1,6,2379,1,9,1,2018-10-20 21:32:11
771,1,6,2169,5,13,1,2018-10-20 21:32:11
772,1,6,1632,9,12,1,2018-10-20 21:32:11
773,1,6,1569,4,8,1,2018-10-20 21:32:11
774,1,6,1476,5,9,1,2018-10-20 21:32:11
775,1,6,2350,7,7,1,2018-10-20 21:32:11
776,1,6,1290,5,8,1,2018-10-20 21:32:11
777,1,6,2213,2,10,1,2018-10-20 21:32:11
778,1,6,2224,7,9,1,2018-10-20 21:32:11
779,1,6,963,6,15,1,2018-10-20 21:32:11
780,1,6,2642,4,14,1,2018-10-20 21:32:11
781,1,6,2355,5,12,1,2018-10-20 21:32:11
782,1,6,2588,1,11,1,2018-10-20 21:32:11
783,1,6,1939,2,5,1,2018-10-20 21:32:11
784,1,6,1513,2,5,1,2018-10-20 21:32:11
785,1,6,1538,8,12,1,2018-10-20 21:32:11
786,1,6,2451,9,12,1,2018-10-20 21:32:11
787,1,6,1479,6,7,1,2018-10-20 21:32:11
788,1,6,2605,5,14,1,2018-10-20 21:32:11
789,1,6,1307,7,7,1,2018-10-20 21:32:11
790,1,6,914,5,8,1,2018-10-20 21:32:11
791,1,6,1650,3,14,1,2018-10-20 21:32:11
792,1,6,1761,7,5,1,2018-10-20 21:32:11
793,1,6,2053,9,15,1,2018-10-20 21:32:11
794,1,6,1621,9,15,1,2018-10-20 21:32:11
795,1,6,1207,7,12,1,2018-10-20 21:32:11
796,1,6,2572,5,15,1,2018-10-20 21:32:11
797,1,6,2625,4,9,1,2018-10-20 21:32:11
798,1,6,2246,1,10,1,2018-10-20 21:32:11
799,1,6,1574,10,5,1,2018-10-20 21:32:11
800,1,6,2667,8,12,1,2018-10-20 21:32:11
801,1,6,1242,3,11,1,2018-10-20 21:32:11
802,1,6,2507,4,8,1,2018-10-20 21:32:11
803,1,6,1903,6,15,1,2018-10-20 21:32:11
804,1,6,2343,9,7,1,2018-10-20 21:32:11
805,1,6,2753,2,13,1,2018-10-20 21:32:11
806,1,6,1595,8,8,1,2018-10-20 21:32:11
807,1,6,1064,4,12,1,2018-10-20 21:32:11
808,1,6,2332,1,8,1,2018-10-20 21:32:11
809,1,6,1556,6,7,1,2018-10-20 21:32:11
810,1,6,2575,9,12,1,2018-10-20 21:32:11
811,1,6,2490,9,11,1,2018-10-20 21:32:11
812,1,6,2384,2,13,1,2018-10-20 21:32:11
813,1,6,2392,3,14,1,2018-10-20 21:32:11
814,1,6,1185,5,14,1,2018-10-20 21:32:11
815,1,6,1610,8,15,1,2018-10-20 21:32:11
816,1,6,1923,3,7,1,2018-10-20 21:32:11
817,1,6,2947,8,9,1,2018-10-20 21:32:11
818,1,6,2597,5,10,1,2018-10-20 21:32:11
819,1,6,1261,5,7,1,2018-10-20 21:32:11
820,1,6,1029,7,13,1,2018-10-20 21:32:11
821,1,6,1622,1,9,1,2018-10-20 21:32:11
822,1,6,1490,4,13,1,2018-10-20 21:32:11
823,1,6,2791,9,12,1,2018-10-20 21:32:11
824,1,6,1221,10,15,1,2018-10-20 21:32:11
825,1,6,2213,10,7,1,2018-10-20 21:32:11
826,1,6,1676,7,12,1,2018-10-20 21:32:11
827,1,6,2328,2,10,1,2018-10-20 21:32:11
828,1,6,2643,1,6,1,2018-10-20 21:32:11
829,1,6,1691,7,15,1,2018-10-20 21:32:11
830,1,6,1027,5,12,1,2018-10-20 21:32:11
831,1,6,2269,5,11,1,2018-10-20 21:32:11
832,1,6,1454,1,6,1,2018-10-20 21:32:11
833,1,6,2767,8,7,1,2018-10-20 21:32:11
834,1,6,2720,10,12,1,2018-10-20 21:32:11
835,1,6,2180,7,13,1,2018-10-20 21:32:11
836,1,6,2043,9,7,1,2018-10-20 21:32:11
837,1,6,2687,6,9,1,2018-10-20 21:32:11
838,1,6,1480,1,14,1,2018-10-20 21:32:11
839,1,6,1305,1,12,1,2018-10-20 21:32:11
840,1,6,1133,5,5,1,2018-10-20 21:32:11
841,1,6,1263,3,5,1,2018-10-20 21:32:11
842,1,6,1459,3,14,1,2018-10-20 21:32:11
843,1,6,2221,8,10,1,2018-10-20 21:32:11
844,1,6,2732,8,15,1,2018-10-20 21:32:11
845,1,6,2235,4,10,1,2018-10-20 21:32:11
846,1,6,2582,3,14,1,2018-10-20 21:32:11
847,1,6,2514,8,15,1,2018-10-20 21:32:11
848,1,6,2978,7,12,1,2018-10-20 21:32:11
849,1,6,1438,4,5,1,2018-10-20 21:32:11
850,1,6,2786,6,8,1,2018-10-20 21:32:11
851,1,6,1798,5,13,1,2018-10-20 21:32:11
852,1,6,1391,5,7,1,2018-10-20 21:32:11
853,1,6,1416,9,11,1,2018-10-20 21:32:11
854,1,6,1922,8,12,1,2018-10-20 21:32:11
855,1,6,1029,6,12,1,2018-10-20 21:32:11
856,1,6,1745,2,14,1,2018-10-20 21:32:11
857,1,6,1172,3,5,1,2018-10-20 21:32:11
858,1,6,1843,3,5,1,2018-10-20 21:32:11
859,1,6,913,7,14,1,2018-10-20 21:32:11
860,1,6,1978,6,15,1,2018-10-20 21:32:11
861,1,6,2043,1,10,1,2018-10-20 21:32:11
862,1,6,1212,8,13,1,2018-10-20 21:32:11
863,1,6,1033,6,10,1,2018-10-20 21:32:11
864,1,6,1201,8,10,1,2018-10-20 21:32:11
865,1,6,2746,5,7,1,2018-10-20 21:32:11
866,1,6,2904,10,8,1,2018-10-20 21:32:11
867,1,6,1809,7,14,1,2018-10-20 21:32:11
868,1,6,1995,8,14,1,2018-10-20 21:32:11
869,1,6,2820,7,13,1,2018-10-20 21:32:11
870,1,6,2854,5,12,1,2018-10-20 21:32:11
871,1,6,2439,7,8,1,2018-10-20 21:32:11
872,1,6,1234,1,11,1,2018-10-20 21:32:11
873,1,6,1443,2,14,1,2018-10-20 21:32:11
874,1,6,2173,5,15,1,2018-10-20 21:32:11
875,1,6,2686,10,15,1,2018-10-20 21:32:11
876,1,6,2962,7,12,1,2018-10-20 21:32:11
877,1,6,1289,6,15,1,2018-10-20 21:32:11
878,1,6,2742,9,11,1,2018-10-20 21:32:11
879,1,6,2685,1,10,1,2018-10-20 21:32:11
880,1,6,2605,6,13,1,2018-10-20 21:32:11
881,1,6,972,1,15,1,2018-10-20 21:32:11
882,1,6,984,1,5,1,2018-10-20 21:32:11
883,1,6,2636,1,13,1,2018-10-20 21:32:11
884,1,6,2340,3,5,1,2018-10-20 21:32:11
885,1,6,2929,1,8,1,2018-10-20 21:32:11
886,1,6,2319,6,8,1,2018-10-20 21:32:11
887,1,6,2283,2,13,1,2018-10-20 21:32:11
888,1,6,2730,5,11,1,2018-10-20 21:32:11
889,1,6,2060,5,7,1,2018-10-20 21:32:11
890,1,6,2622,8,5,1,2018-10-20 21:32:11
891,1,6,2199,7,6,1,2018-10-20 21:32:11
892,1,6,1020,5,6,1,2018-10-20 21:32:11
893,1,6,2863,1,15,1,2018-10-20 21:32:11
894,1,6,2442,1,10,1,2018-10-20 21:32:11
895,1,6,2327,7,12,1,2018-10-20 21:32:11
896,1,6,2683,6,6,1,2018-10-20 21:32:11
897,1,6,1340,1,8,1,2018-10-20 21:32:11
898,1,6,1697,5,8,1,2018-10-20 21:32:11
899,1,6,2740,9,9,1,2018-10-20 21:32:11
900,1,6,1696,3,5,1,2018-10-20 21:32:11
901,1,6,2354,4,8,1,2018-10-20 21:32:11
902,1,6,2499,4,6,1,2018-10-20 21:32:11
903,1,6,2419,6,14,1,2018-10-20 21:32:11
904,1,6,2400,6,10,1,2018-10-20 21:32:11
905,1,6,2972,6,14,1,2018-10-20 21:32:11
906,1,6,1261,10,6,1,2018-10-20 21:32:11
907,1,6,1951,6,15,1,2018-10-20 21:32:11
908,1,6,1812,2,15,1,2018-10-20 21:32:11
909,1,6,1778,8,6,1,2018-10-20 21:32:11
910,1,6,2674,2,6,1,2018-10-20 21:32:11
911,1,6,1820,5,7,1,2018-10-20 21:32:11
912,1,6,2472,9,12,1,2018-10-20 21:32:11
913,1,6,1431,4,10,1,2018-10-20 21:32:11
914,1,6,1032,8,11,1,2018-10-20 21:32:11
915,1,6,1460,4,6,1,2018-10-20 21:32:11
916,1,6,2361,7,9,1,2018-10-20 21:32:11
917,1,6,2885,7,5,1,2018-10-20 21:32:11
918,1,6,1641,2,15,1,2018-10-20 21:32:11
919,1,6,2157,3,6,1,2018-10-20 21:32:11
920,1,6,2644,6,9,1,2018-10-20 21:32:11
921,1,6,2872,3,11,1,2018-10-20 21:32:11
922,1,6,1981,5,10,1,2018-10-20 21:32:11
923,1,6,1874,8,8,1,2018-10-20 21:32:11
924,1,6,2491,6,5,1,2018-10-20 21:32:11
925,1,6,2303,5,6,1,2018-10-20 21:32:11
926,1,6,926,9,13,1,2018-10-20 21:32:11
927,1,6,2196,9,5,1,2018-10-20 21:32:11
928,1,6,1351,3,10,1,2018-10-20 21:32:11
929,1,6,1214,7,11,1,2018-10-20 21:32:11
930,1,6,1969,3,13,1,2018-10-20 21:32:11
931,1,6,2586,3,15,1,2018-10-20 21:32:11
932,1,6,2207,5,6,1,2018-10-20 21:32:11
933,1,6,2719,5,5,1,2018-10-20 21:32:11
934,1,6,1250,1,14,1,2018-10-20 21:32:11
935,1,6,987,5,7,1,2018-10-20 21:32:11
936,1,6,2066,10,7,1,2018-10-20 21:32:11
937,1,6,1917,7,12,1,2018-10-20 21:32:11
938,1,6,1737,8,10,1,2018-10-20 21:32:11
939,1,6,1622,4,15,1,2018-10-20 21:32:11
940,1,6,2523,3,8,1,2018-10-20 21:32:11
941,1,6,1414,1,9,1,2018-10-20 21:32:11
942,1,6,2403,1,12,1,2018-10-20 21:32:11
943,1,6,967,8,6,1,2018-10-20 21:32:11
944,1,6,1897,8,9,1,2018-10-20 21:32:11
945,1,6,1796,8,11,1,2018-10-20 21:32:11
946,1,6,2106,1,9,1,2018-10-20 21:32:11
947,1,6,1215,4,11,1,2018-10-20 21:32:11
948,1,6,2350,4,12,1,2018-10-20 21:32:11
949,1,6,2149,9,14,1,2018-10-20 21:32:11
950,1,6,2296,10,10,1,2018-10-20 21:32:11
951,1,6,2517,5,7,1,2018-10-20 21:32:11
952,1,6,1271,9,5,1,2018-10-20 21:32:11
953,1,6,2050,5,8,1,2018-10-20 21:32:11
954,1,6,1442,4,11,1,2018-10-20 21:32:11
955,1,6,1377,5,15,1,2018-10-20 21:32:11
956,1,6,2805,4,11,1,2018-10-20 21:32:11
957,1,6,2221,10,7,1,2018-10-20 21:32:11
958,1,6,1760,3,6,1,2018-10-20 21:32:11
959,1,6,2731,2,15,1,2018-10-20 21:32:11
960,1,6,1506,8,12,1,2018-10-20 21:32:11
961,1,6,1195,2,9,1,2018-10-20 21:32:11
962,1,6,1921,1,9,1,2018-10-20 21:32:11
963,1,6,1681,2,14,1,2018-10-20 21:32:11
964,1,6,1497,10,5,1,2018-10-20 21:32:11
965,1,6,2429,10,14,1,2018-10-20 21:32:11
966,1,6,1485,7,10,1,2018-10-20 21:32:11
967,1,6,2370,2,9,1,2018-10-20 21:32:11
968,1,6,2873,9,12,1,2018-10-20 21:32:11
969,1,6,1004,4,10,1,2018-10-20 21:32:11
970,1,6,1428,4,9,1,2018-10-20 21:32:11
971,1,6,2101,6,10,1,2018-10-20 21:32:11
972,1,6,1483,6,5,1,2018-10-20 21:32:11
973,1,6,2962,6,6,1,2018-10-20 21:32:11
974,1,6,1055,1,9,1,2018-10-20 21:32:11
975,1,6,1130,7,11,1,2018-10-20 21:32:11
976,1,6,2021,7,13,1,2018-10-20 21:32:11
977,1,6,2022,5,5,1,2018-10-20 21:32:11
978,1,6,2623,3,10,1,2018-10-20 21:32:11
979,1,6,2665,7,6,1,2018-10-20 21:32:11
980,1,6,2627,10,11,1,2018-10-20 21:32:11
981,1,6,2635,1,7,1,2018-10-20 21:32:11
982,1,6,1787,6,5,1,2018-10-20 21:32:11
983,1,6,2885,4,7,1,2018-10-20 21:32:11
984,1,6,2478,2,10,1,2018-10-20 21:32:11
985,1,6,1687,8,7,1,2018-10-20 21:32:11
986,1,6,1993,10,6,1,2018-10-20 21:32:11
987,1,6,1033,1,8,1,2018-10-20 21:32:11
988,1,6,2174,3,12,1,2018-10-20 21:32:11
989,1,6,2002,10,13,1,2018-10-20 21:32:11
990,1,6,1095,3,11,1,2018-10-20 21:32:11
991,1,6,2513,6,5,1,2018-10-20 21:32:11
992,1,6,1114,6,11,1,2018-10-20 21:32:11
993,1,6,1662,5,7,1,2018-10-20 21:32:11
994,1,6,1522,1,7,1,2018-10-20 21:32:11
995,1,6,1193,5,5,1,2018-10-20 21:32:11
996,1,6,1681,6,11,1,2018-10-20 21:32:11
997,1,6,1476,5,6,1,2018-10-20 21:32:11
998,1,6,1048,9,13,1,2018-10-20 21:32:11
999,1,6,1479,3,6,1,2018-10-20 21:32:11
1000,1,6,2034,2,5,1,2018-10-20 21:32:11
1001,1,6,2237,1,7,1,2018-10-20 21:32:11
1002,1,6,2100,8,5,1,2018-10-20 21:32:11
1003,1,6,2021,5,11,1,2018-10-20 21:32:11
1004,1,6,1073,1,8,1,2018-10-20 21:32:11
1005,1,6,1668,6,10,1,2018-10-20 21:32:11
1006,1,6,2477,4,13,1,2018-10-20 21:32:11
1007,1,6,1918,5,11,1,2018-10-20 21:32:11
1008,1,6,2501,2,8,1,2018-10-20 21:32:11
1009,1,6,1715,1,14,1,2018-10-20 21:32:11
1010,1,6,1436,9,5,1,2018-10-20 21:32:11
1011,1,6,2211,3,6,1,2018-10-20 21:32:11
1012,1,6,2853,4,12,1,2018-10-20 21:32:11
1013,1,6,2684,10,10,1,2018-10-20 21:32:11
1014,1,6,1601,1,12,1,2018-10-20 21:32:11
1015,1,6,2441,5,15,1,2018-10-20 21:32:11
1016,1,6,1664,7,8,1,2018-10-20 21:32:11
1017,1,6,2276,9,14,1,2018-10-20 21:32:11
1018,1,6,2770,5,6,1,2018-10-20 21:32:11
1019,1,6,2817,5,12,1,2018-10-20 21:32:11
1020,1,6,2726,7,10,1,2018-10-20 21:32:11
1021,1,6,1081,4,8,1,2018-10-20 21:32:11
1022,1,6,2025,8,12,1,2018-10-20 21:32:11
1023,1,6,2770,9,5,1,2018-10-20 21:32:11
1024,1,6,2939,3,5,1,2018-10-20 21:32:11
1025,1,6,1520,6,15,1,2018-10-20 21:32:11
1026,1,6,1063,1,15,1,2018-10-20 21:32:11
1027,1,6,1725,6,10,1,2018-10-20 21:32:11
1028,1,6,1158,7,7,1,2018-10-20 21:32:11
1029,1,6,2029,3,7,1,2018-10-20 21:32:11
1030,1,6,1699,1,15,1,2018-10-20 21:32:11
1031,1,6,1425,1,10,1,2018-10-20 21:32:11
1032,1,6,2811,6,14,1,2018-10-20 21:32:11
1033,1,6,1967,9,14,1,2018-10-20 21:32:11
1034,1,6,2949,5,7,1,2018-10-20 21:32:11
1035,1,6,1714,6,11,1,2018-10-20 21:32:11
1036,1,6,1473,4,10,1,2018-10-20 21:32:11
1037,1,6,2352,4,14,1,2018-10-20 21:32:11
1038,1,6,2286,6,12,1,2018-10-20 21:32:11
1039,1,6,1479,7,15,1,2018-10-20 21:32:11
1040,1,6,1675,3,7,1,2018-10-20 21:32:11
1041,1,6,1612,6,14,1,2018-10-20 21:32:11
1042,1,6,1947,4,5,1,2018-10-20 21:32:11
1043,1,6,1446,1,8,1,2018-10-20 21:32:11
1044,1,6,2741,3,10,1,2018-10-20 21:32:11
1045,1,6,1459,2,12,1,2018-10-20 21:32:11
1046,1,6,1195,10,6,1,2018-10-20 21:32:11
1047,1,6,2333,1,5,1,2018-10-20 21:32:11
1048,1,6,2701,2,5,1,2018-10-20 21:32:11
1049,1,6,2011,10,15,1,2018-10-20 21:32:11
1050,1,6,2637,6,5,1,2018-10-20 21:32:11
1051,1,6,2232,9,9,1,2018-10-20 21:32:11
1052,1,6,2418,9,12,1,2018-10-20 21:32:11
1053,1,6,1513,1,9,1,2018-10-20 21:32:11
1054,1,6,2468,8,6,1,2018-10-20 21:32:11
1055,1,6,1531,2,8,1,2018-10-20 21:32:11
1056,1,6,2080,10,9,1,2018-10-20 21:32:11
1057,1,6,1186,1,11,1,2018-10-20 21:32:11
1058,1,6,2774,4,14,1,2018-10-20 21:32:11
1059,1,6,2880,5,8,1,2018-10-20 21:32:11
1060,1,6,2464,5,10,1,2018-10-20 21:32:11
1061,1,6,2608,3,15,1,2018-10-20 21:32:11
1062,1,6,1316,2,14,1,2018-10-20 21:32:11
1063,1,6,2266,2,13,1,2018-10-20 21:32:11
1064,1,6,2192,3,9,1,2018-10-20 21:32:11
1065,1,6,2156,8,6,1,2018-10-20 21:32:11
1066,1,6,2453,2,5,1,2018-10-20 21:32:11
1067,1,6,2163,4,15,1,2018-10-20 21:32:11
1068,1,6,1881,2,12,1,2018-10-20 21:32:11
1069,1,6,2518,2,13,1,2018-10-20 21:32:11
1070,1,6,1474,10,9,1,2018-10-20 21:32:11
1071,1,6,1238,8,13,1,2018-10-20 21:32:11
1072,1,6,2080,6,5,1,2018-10-20 21:32:11
1073,1,6,2497,2,15,1,2018-10-20 21:32:11
1074,1,6,2440,2,15,1,2018-10-20 21:32:11
1075,1,6,2905,3,8,1,2018-10-20 21:32:11
1076,1,6,1924,8,13,1,2018-10-20 21:32:11
1077,1,6,2271,8,6,1,2018-10-20 21:32:11
1078,1,6,1238,5,12,1,2018-10-20 21:32:11
1079,1,6,2933,2,13,1,2018-10-20 21:32:11
1080,1,6,1551,3,12,1,2018-10-20 21:32:11
1081,1,6,2717,10,13,1,2018-10-20 21:32:11
1082,1,6,1411,10,7,1,2018-10-20 21:32:11
1083,1,6,2362,7,6,1,2018-10-20 21:32:11
1084,1,6,2948,2,15,1,2018-10-20 21:32:11
1085,1,6,1157,1,7,1,2018-10-20 21:32:11
1086,1,6,2002,2,11,1,2018-10-20 21:32:11
1087,1,6,2208,3,12,1,2018-10-20 21:32:11
1088,1,6,1920,1,12,1,2018-10-20 21:32:11
1089,1,6,1993,9,15,1,2018-10-20 21:32:11
1090,1,6,2548,7,6,1,2018-10-20 21:32:11
1091,1,6,1984,8,7,1,2018-10-20 21:32:11
1092,1,6,2982,9,11,1,2018-10-20 21:32:11
1093,1,6,2808,7,12,1,2018-10-20 21:32:11
1094,1,6,2029,6,12,1,2018-10-20 21:32:11
1095,1,6,1522,3,10,1,2018-10-20 21:32:11
1096,1,6,2118,1,9,1,2018-10-20 21:32:11
1097,1,6,2063,1,13,1,2018-10-20 21:32:11
1098,1,6,2084,4,15,1,2018-10-20 21:32:11
1099,1,6,2166,2,12,1,2018-10-20 21:32:11
1100,1,6,2413,5,5,1,2018-10-20 21:32:11
1101,1,6,1751,10,15,1,2018-10-20 21:32:11
